@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5,6}

@data
699,'2017/02/07 17:17:18:150',5,0.831946,-0.404543,-0.431193,-0.485284,-0.29472,0.08891,0.5927,0.836923,0.284028,-0.069415,-0.07836,0.359048,0.162877,473.730469,0.32288,3.85898,?,?,4
700,'2017/02/07 17:17:18:171',5,0.795129,-0.369073,-0.382217,-0.657393,-0.221691,0.189827,0.540107,0.887972,0.271517,-0.042557,0.008085,0.451475,0.193916,473.730469,0.2917,2.955384,?,?,4
701,'2017/02/07 17:17:18:191',5,0.721456,-0.476557,-0.33516,-0.412169,-0.298217,-0.092481,0.478678,0.785282,0.444011,-0.014744,0.080232,0.301409,0.21541,430.664063,0.255712,2.807715,?,?,4
702,'2017/02/07 17:17:18:212',5,0.810673,-0.191724,-0.420635,-0.594319,-0.119419,0.026035,0.561909,0.801528,0.523929,0.089293,-0.156853,0.338015,0.372818,473.730469,0.350626,3.703313,?,?,4
703,'2017/02/07 17:17:18:233',5,0.77809,-0.447098,-0.32729,-0.548883,-0.215629,0.015797,0.564184,0.763298,0.527178,0.012413,0.081205,0.313703,0.322992,430.664063,0.240841,2.429844,?,?,4
704,'2017/02/07 17:17:18:254',5,0.81938,-0.482828,-0.328744,-0.348857,-0.287565,-0.052881,0.559351,0.75692,0.518594,0.14214,0.001897,0.153569,0.365803,430.664063,0.247424,2.437679,?,?,4
705,'2017/02/07 17:17:18:275',5,0.6104,-0.436691,-0.08995,-0.408891,-0.252771,-0.097046,0.616538,0.645114,0.462411,0.20632,0.049957,0.284604,0.393297,387.597656,0.118963,0.998775,?,?,4
706,'2017/02/07 17:17:18:296',5,0.879461,-0.260131,-0.264604,-0.536052,-0.309742,-0.025211,0.395023,0.789107,0.614955,0.117613,-0.087061,0.289643,0.364706,430.664063,0.286913,3.038661,?,?,4
707,'2017/02/07 17:17:18:317',5,0.875778,-0.255868,-0.145615,-0.457973,-0.401145,-0.137872,0.41497,0.746772,0.601923,0.206414,-0.031141,0.124789,0.35204,430.664063,0.27704,3.230943,?,?,4
708,'2017/02/07 17:17:18:338',5,0.780596,-0.272196,-0.02762,-0.37887,-0.409197,-0.276249,0.444969,0.722574,0.671324,0.256533,-0.023436,0.043044,0.368228,430.664063,0.225758,2.246135,?,?,4
709,'2017/02/07 17:17:18:359',5,0.781645,-0.240272,-0.010436,-0.416286,-0.20249,-0.161548,0.347656,0.599169,0.531881,0.278894,-0.040465,0.075394,0.438351,344.53125,0.108484,1.191227,?,?,4
710,'2017/02/07 17:17:18:379',5,0.859605,-0.253467,-0.193941,-0.425355,-0.335756,-0.28339,0.348563,0.723368,0.587656,0.294719,-0.013023,0.034579,0.302339,387.597656,0.274572,2.784922,?,?,4
711,'2017/02/07 17:17:18:400',5,0.842652,-0.119038,-0.111578,-0.403762,-0.451211,-0.402726,0.303283,0.766307,0.645175,0.301903,-0.0788,0.002226,0.360442,387.597656,0.270336,2.948848,?,?,4
712,'2017/02/07 17:17:18:420',5,0.734009,-0.170554,-0.049317,-0.254993,-0.335899,-0.513061,0.334952,0.664559,0.694006,0.344481,-0.067642,0.043043,0.329062,387.597656,0.175532,1.667566,?,?,4
713,'2017/02/07 17:17:18:442',5,0.608996,-0.283535,0.018931,-0.181705,-0.204876,-0.16218,0.355031,0.54155,0.508809,0.328884,0.135666,0.0463,0.378711,473.730469,0.084805,0.677362,?,?,4
714,'2017/02/07 17:17:18:462',5,0.691749,-0.214758,-0.072952,-0.391627,-0.313983,-0.340787,0.299612,0.563628,0.697971,0.39625,0.052262,0.036297,0.297173,387.597656,0.132582,1.091969,?,?,4
715,'2017/02/07 17:17:18:483',5,0.748423,-0.175498,-0.100211,-0.290254,-0.355011,-0.577539,0.347069,0.605509,0.632115,0.423772,0.050792,0.010031,0.390124,387.597656,0.157409,1.383926,?,?,4
716,'2017/02/07 17:17:18:504',5,0.760973,-0.07331,-0.169938,-0.518267,-0.332378,-0.358226,0.081758,0.494453,0.635936,0.385474,0.03844,-0.044011,0.255706,387.597656,0.1969,2.105174,?,?,4
717,'2017/02/07 17:17:18:525',5,0.831055,0.046074,-0.192382,-0.425076,-0.188903,-0.329743,0.165325,0.438537,0.674962,0.463682,0.103325,-0.056365,0.29561,387.597656,0.178183,1.858128,?,?,4
718,'2017/02/07 17:17:18:546',5,0.844836,-0.060877,-0.244329,-0.317709,-0.167622,-0.414945,0.113785,0.440437,0.649852,0.381447,0.242821,-0.033227,0.127981,344.53125,0.179827,1.843445,?,?,4
719,'2017/02/07 17:17:18:567',5,0.764648,-0.154374,-0.030048,-0.31358,-0.284345,-0.457403,0.213034,0.493068,0.699888,0.411554,0.207718,0.003937,0.113067,387.597656,0.187387,1.789307,?,?,4
720,'2017/02/07 17:17:18:587',5,0.67261,-0.170948,-0.16415,-0.321962,-0.073886,-0.571877,0.124833,0.448938,0.62354,0.533078,0.16934,0.01927,0.063419,344.53125,0.192635,1.558116,?,?,4
721,'2017/02/07 17:17:18:608',5,0.685026,-0.100352,-0.05561,-0.318926,-0.057221,-0.449601,-0.000764,0.492564,0.653036,0.556035,0.191358,-0.042243,0.180181,344.53125,0.14914,1.18859,?,?,4
722,'2017/02/07 17:17:18:628',5,0.699277,-0.167711,-0.05606,-0.430181,-0.100938,-0.307036,0.003987,0.481302,0.795106,0.57623,0.125388,0.077348,0.173085,344.53125,0.140529,1.176007,?,?,4
723,'2017/02/07 17:17:18:650',5,0.692669,-0.188611,-0.085768,-0.35077,-0.236794,-0.333034,0.002675,0.377424,0.688326,0.490022,0.196553,0.103845,0.056898,344.53125,0.145602,1.227037,?,?,4
724,'2017/02/07 17:17:18:670',5,0.474499,-0.021263,0.202004,-0.296433,-0.112019,-0.297368,0.174001,0.288231,0.607656,0.530489,0.288066,0.002483,0.113724,344.53125,0.084489,0.474796,?,?,4
725,'2017/02/07 17:17:18:692',5,0.51809,-0.209452,-0.061459,-0.161069,0.021538,-0.285803,0.060332,0.371917,0.507638,0.476608,0.356569,0.105227,0.094749,344.53125,0.080506,0.389773,?,?,4
726,'2017/02/07 17:17:18:712',5,0.63577,0.090207,-0.032712,-0.3965,-0.195542,-0.445895,0.101345,0.431388,0.633801,0.480423,0.322449,0.066537,0.023686,344.53125,0.160347,1.346435,?,?,4
727,'2017/02/07 17:17:18:733',5,0.671178,0.116157,0.029832,-0.294828,-0.306628,-0.526127,0.125602,0.450456,0.532665,0.537875,0.30315,0.055062,0.0463,344.53125,0.15223,1.405602,?,?,4
728,'2017/02/07 17:17:18:754',5,0.62531,0.181597,0.034967,-0.419089,-0.270998,-0.251371,0.028906,0.249442,0.620001,0.630057,0.341018,0.247926,0.062857,344.53125,0.117249,1.004059,?,?,4
729,'2017/02/07 17:17:18:775',5,0.756474,-0.037368,-0.047019,-0.309357,-0.164125,-0.463949,0.078042,0.351889,0.582695,0.506963,0.392692,0.062114,0.110047,344.53125,0.185033,1.673155,?,?,4
730,'2017/02/07 17:17:18:795',5,0.835057,0.09848,0.047726,-0.413013,-0.328402,-0.339593,0.008527,0.433453,0.493018,0.472767,0.336636,0.149555,0.020565,344.53125,0.202872,2.148549,?,?,4
731,'2017/02/07 17:17:18:816',5,0.687907,0.060387,-0.029877,-0.357564,-0.399295,-0.368005,0.182862,0.216246,0.410961,0.385749,0.401246,0.21463,0.103686,344.53125,0.150496,1.355681,?,?,4
732,'2017/02/07 17:17:18:837',5,0.625929,0.208143,0.096227,-0.424139,-0.138867,-0.359076,0.05463,0.387762,0.458791,0.373313,0.37907,0.306231,0.098374,344.53125,0.12818,0.999436,?,?,4
733,'2017/02/07 17:17:18:859',5,0.595754,0.074149,0.135949,-0.482935,-0.15561,-0.182944,0.20921,0.302056,0.538127,0.346972,0.394343,0.288277,0.031817,344.53125,0.113259,0.811503,?,?,4
734,'2017/02/07 17:17:18:879',5,0.514101,-0.016954,0.136256,-0.444592,-0.237792,-0.169108,0.182562,0.331293,0.442051,0.405353,0.489099,0.319613,0.030034,344.53125,0.102006,0.786934,?,?,4
735,'2017/02/07 17:17:18:900',5,0.477014,0.102323,0.196536,-0.526505,-0.22032,-0.162977,0.171089,0.22315,0.527473,0.557087,0.469488,0.171373,0.164496,344.53125,0.113063,0.711841,?,?,4
736,'2017/02/07 17:17:18:921',5,0.503775,0.181514,0.13123,-0.326611,-0.183867,-0.266289,0.080858,0.216488,0.58124,0.469759,0.417921,0.174025,0.191799,344.53125,0.080605,0.492927,?,?,4
737,'2017/02/07 17:17:18:941',5,0.464327,0.088264,0.176787,-0.344772,-0.157528,-0.422102,0.197208,0.313997,0.638167,0.399557,0.491864,0.239803,-0.053857,344.53125,0.100102,0.585948,?,?,4
738,'2017/02/07 17:17:18:962',5,0.373234,-0.034285,0.165528,-0.084676,-0.110925,-0.340749,0.003379,0.038308,0.699325,0.621561,0.481592,0.178981,-0.070063,344.53125,0.097581,0.463374,?,?,4
739,'2017/02/07 17:17:18:983',5,0.356146,-0.083026,0.02072,-0.148006,-0.141537,-0.489702,-0.064563,0.05215,0.695951,0.632731,0.510257,0.050453,0.013805,344.53125,0.127605,0.618791,?,?,4
740,'2017/02/07 17:17:19:004',5,0.409331,-0.189664,0.021995,-0.05194,0.031364,-0.342467,-0.077381,0.167078,0.405909,0.666076,0.534387,0.07513,-0.045975,947.460938,0.132194,0.665269,?,?,4
741,'2017/02/07 17:17:19:025',5,0.442899,-0.098532,-0.040611,-0.10478,0.102275,-0.225384,0.028617,0.194327,0.434561,0.652323,0.443307,0.114598,-0.097841,947.460938,0.095547,0.486311,?,?,4
742,'2017/02/07 17:17:19:046',5,0.540254,-0.159499,0.076316,-0.104827,0.153991,-0.25141,-0.000463,0.207739,0.515749,0.583121,0.46762,0.231276,-0.138395,344.53125,0.096753,0.46843,?,?,4
743,'2017/02/07 17:17:19:066',5,0.397858,0.113414,0.137713,-0.333687,-0.168467,-0.241142,0.055959,0.275004,0.54355,0.687346,0.549663,0.132471,-0.055145,344.53125,0.07882,0.416798,?,?,4
744,'2017/02/07 17:17:19:087',5,0.386618,0.164317,0.170383,-0.401399,-0.130651,-0.236744,0.213911,0.208408,0.505138,0.536422,0.467396,0.111069,0.017341,344.53125,0.067215,0.331158,?,?,4
745,'2017/02/07 17:17:19:108',5,0.413735,0.075657,0.159815,-0.289417,0.068037,-0.125507,0.0865,0.248898,0.480771,0.563356,0.378376,0.176317,-0.026605,344.53125,0.067423,0.261002,?,?,4
746,'2017/02/07 17:17:19:129',5,0.292366,0.12412,0.157965,-0.156212,0.269867,-0.214832,0.021105,0.347727,0.565409,0.676457,0.347499,0.118578,0.080208,344.53125,0.0794,0.265648,?,?,4
747,'2017/02/07 17:17:19:150',5,0.406587,0.212503,0.202736,-0.317261,-0.029106,-0.006344,0.058983,0.215665,0.54636,0.480344,0.433121,0.02935,-0.001321,344.53125,0.076279,0.317308,?,?,4
748,'2017/02/07 17:17:19:171',5,0.179535,-0.040305,0.328477,0.024082,0.150979,-0.155989,0.000317,0.128256,0.554428,0.548461,0.361224,-0.061852,0.008725,1033.59375,0.084186,0.311109,?,?,4
749,'2017/02/07 17:17:19:192',5,0.030389,-0.224326,0.165639,-0.076138,0.228502,-0.024743,0.060308,0.125214,0.472573,0.53056,0.357705,-0.171277,0.077538,1033.59375,0.102727,0.429662,?,?,4
750,'2017/02/07 17:17:19:212',5,0.196613,0.024864,0.119979,-0.226147,0.054661,-0.061877,-0.032337,0.29907,0.834403,0.489451,0.238767,0.022244,0.10541,344.53125,0.100151,0.358251,?,?,4
751,'2017/02/07 17:17:19:233',5,0.083707,-0.277756,0.057165,-0.157281,-0.060501,-0.287637,0.016166,0.294874,0.787306,0.626128,0.327302,0.032826,0.113002,1033.59375,0.111697,0.44459,?,?,4
752,'2017/02/07 17:17:19:254',5,0.147459,-0.304002,-0.055203,-0.115499,0.023995,-0.340634,0.127676,0.441943,0.777995,0.614752,0.399689,-0.049821,0.076318,1033.59375,0.12474,0.529291,?,?,4
753,'2017/02/07 17:17:19:275',5,0.137426,-0.191208,0.080914,-0.192531,-0.062111,-0.463776,0.191403,0.344425,0.688089,0.553388,0.27402,-0.062562,0.022061,387.597656,0.124588,0.49593,?,?,4
754,'2017/02/07 17:17:19:295',5,0.245328,0.153667,0.166211,-0.519391,-0.130575,-0.29438,0.158069,0.361074,0.804996,0.488958,0.194278,0.014292,0.197534,387.597656,0.117492,0.581943,?,?,4
755,'2017/02/07 17:17:19:316',5,0.218702,0.146865,0.090559,-0.54215,-0.153394,-0.198821,0.192269,0.325235,0.67501,0.599422,0.284012,-0.072649,0.073137,387.597656,0.114765,0.568753,?,?,4
756,'2017/02/07 17:17:19:337',5,0.273954,0.090645,0.135212,-0.525858,-0.114274,-0.2,0.207794,0.283179,0.680787,0.649529,0.28505,-0.127906,0.062002,387.597656,0.11378,0.565411,?,?,4
757,'2017/02/07 17:17:19:358',5,0.31089,0.111495,0.103845,-0.543624,-0.0513,-0.299961,0.246097,0.412016,0.773534,0.6078,0.230678,-0.016535,0.099332,387.597656,0.100708,0.569695,?,?,4
758,'2017/02/07 17:17:19:379',5,0.185762,0.160154,0.262574,-0.549565,-0.26748,-0.231604,0.176285,0.467515,0.696045,0.478265,0.261811,0.007576,0.104858,387.597656,0.106292,0.503627,?,?,4
759,'2017/02/07 17:17:19:399',5,0.070317,-0.195065,0.196216,-0.088069,-0.104047,0.038462,0.231356,0.328262,0.623316,0.514667,0.147365,-0.002561,0.119192,387.597656,0.116381,0.543067,?,?,4
760,'2017/02/07 17:17:19:420',5,0.176836,-0.064747,0.072425,-0.291189,-0.03243,-0.152114,0.161542,0.492437,0.649989,0.449011,0.202055,0.112147,0.107107,387.597656,0.10293,0.387887,?,?,4
761,'2017/02/07 17:17:19:442',5,0.276097,-0.018461,0.083984,-0.516913,-0.223481,-0.109171,0.270119,0.469304,0.56679,0.353037,0.175739,0.140379,0.100381,387.597656,0.097889,0.507267,?,?,4
762,'2017/02/07 17:17:19:462',5,0.276182,-0.165251,0.210775,-0.358209,-0.157634,-0.064206,0.255697,0.460128,0.65525,0.497623,0.06069,-0.018978,0.198428,387.597656,0.091284,0.405393,?,?,4
763,'2017/02/07 17:17:19:483',5,0.271048,0.066985,0.150995,-0.263995,0.038732,-0.035227,0.270678,0.423425,0.701371,0.409044,0.115833,0.097893,-0.021313,387.597656,0.076964,0.298946,?,?,4
764,'2017/02/07 17:17:19:504',5,0.18269,0.053382,0.148948,-0.224362,-0.039319,-0.050108,0.311906,0.310256,0.631168,0.364519,0.062179,0.00088,0.093328,387.597656,0.079175,0.284294,?,?,4
765,'2017/02/07 17:17:19:524',5,0.126842,-0.122089,0.12182,-0.3959,-0.261852,-0.069572,0.292718,0.360695,0.598965,0.324691,0.024424,-0.062849,0.386501,430.664063,0.081155,0.359185,?,?,4
766,'2017/02/07 17:17:19:545',5,0.249089,-0.14322,0.299182,-0.153402,-0.123003,-0.189325,0.445604,0.588823,0.677522,0.305957,-0.078204,-0.094389,0.331536,430.664063,0.093242,0.41544,?,?,4
767,'2017/02/07 17:17:19:566',5,0.323977,0.115151,0.059055,-0.350924,-0.143613,-0.046667,0.385775,0.597955,0.670695,0.347781,-0.069001,-0.038145,0.13458,430.664063,0.084562,0.493155,?,?,4
768,'2017/02/07 17:17:19:587',5,0.364518,0.058017,-0.09119,-0.358302,-0.173047,-0.190589,0.46177,0.63805,0.631478,0.212274,0.119473,-0.031193,0.274014,430.664063,0.100277,0.666483,?,?,4
769,'2017/02/07 17:17:19:609',5,0.395553,-0.238856,-0.190421,-0.439826,-0.172999,-0.044529,0.421039,0.55052,0.644493,0.095976,0.119994,0.110442,0.148352,430.664063,0.129561,0.972964,?,?,4
770,'2017/02/07 17:17:19:629',5,0.460113,0.018081,-0.18176,-0.585211,-0.004692,0.011455,0.425062,0.550288,0.703903,0.2291,-0.000127,0.10451,0.166997,430.664063,0.179197,1.419424,?,?,4
771,'2017/02/07 17:17:19:650',5,0.67001,-0.323814,-0.231448,-0.403363,-0.287135,-0.116359,0.462836,0.755161,0.626831,0.111119,-0.023452,0.193211,0.244848,430.664063,0.280072,2.88387,?,?,4
772,'2017/02/07 17:17:19:670',5,0.671021,-0.175617,-0.287798,-0.454934,-0.312637,-0.122405,0.514422,0.749972,0.67807,0.011513,-0.066163,0.199442,0.311372,430.664063,0.288717,3.123618,?,?,4
773,'2017/02/07 17:17:19:691',5,0.685296,-0.283922,-0.20421,-0.441058,-0.397457,-0.11336,0.529052,0.782128,0.630789,0.027364,-0.081383,0.211565,0.390978,430.664063,0.304511,3.1651,?,?,4
774,'2017/02/07 17:17:19:712',5,0.670264,-0.343385,-0.344449,-0.40159,-0.326933,-0.157192,0.544382,0.693411,0.517946,0.092156,-0.019551,0.178684,0.228545,430.664063,0.260677,2.784116,?,?,4
775,'2017/02/07 17:17:19:733',5,0.546457,-0.400068,-0.384776,-0.246816,-0.130944,-0.068919,0.461952,0.776126,0.550019,0.043947,0.081394,0.130242,0.256782,473.730469,0.186785,1.647119,?,?,4
776,'2017/02/07 17:17:19:754',5,0.591791,-0.316309,-0.26618,-0.40402,-0.298299,-0.133303,0.571151,0.819372,0.638603,-0.06836,-0.062972,0.29976,0.301463,473.730469,0.306536,2.877868,?,?,4
777,'2017/02/07 17:17:19:774',5,0.610636,-0.217374,-0.331251,-0.445726,-0.224972,-0.171708,0.557582,0.890742,0.528839,-0.102237,-0.09391,0.329432,0.289738,473.730469,0.28196,2.713208,?,?,4
778,'2017/02/07 17:17:19:795',5,0.672743,-0.312931,-0.274134,-0.497822,-0.280934,-0.030993,0.662909,0.866663,0.476674,0.073615,-0.050786,0.271033,0.259756,473.730469,0.352682,3.82262,?,?,4
779,'2017/02/07 17:17:19:816',5,0.608955,-0.281559,-0.278149,-0.480496,-0.308391,-0.090316,0.743165,0.887136,0.333138,-0.17306,-0.013898,0.353883,0.320167,473.730469,0.285781,3.219736,?,?,4
780,'2017/02/07 17:17:19:837',5,0.609436,-0.310369,-0.437983,-0.467963,-0.300881,-0.069566,0.642644,0.882651,0.383645,-0.058976,-0.048501,0.256718,0.354086,473.730469,0.390614,4.138233,?,?,4
781,'2017/02/07 17:17:19:858',5,0.60741,-0.264862,-0.472881,-0.422571,-0.168263,-0.017536,0.74291,0.813411,0.414676,-0.079619,-0.068027,0.338598,0.289329,473.730469,0.339602,3.750507,?,?,4
782,'2017/02/07 17:17:19:879',5,0.41446,-0.325097,-0.368102,-0.360508,-0.027709,-0.032159,0.68067,0.882348,0.264154,-0.178175,0.077698,0.420018,0.236151,516.796875,0.266797,2.411155,?,?,4
783,'2017/02/07 17:17:19:899',5,0.582938,-0.371761,-0.441285,-0.390108,-0.114818,0.077904,0.72041,0.925231,0.313599,-0.182233,0.081006,0.235855,0.153245,516.796875,0.376595,3.80993,?,?,4
784,'2017/02/07 17:17:19:920',5,0.583342,-0.266504,-0.43348,-0.422198,-0.042165,0.14569,0.684573,0.864458,0.306035,-0.152431,-0.014965,0.27466,0.181032,516.796875,0.293032,3.254876,?,?,4
785,'2017/02/07 17:17:19:941',5,0.37333,-0.540141,-0.268139,-0.243775,-0.144796,0.046935,0.639027,0.74338,0.38234,-0.047496,0.043952,0.323613,0.138207,473.730469,0.169107,1.224151,?,?,4
786,'2017/02/07 17:17:19:962',5,0.33581,-0.497689,-0.21825,-0.239809,-0.165401,0.190831,0.846193,0.831563,0.237956,-0.241073,-0.015166,0.332523,0.124196,516.796875,0.244409,1.911672,?,?,4
787,'2017/02/07 17:17:19:983',5,0.40937,-0.544604,-0.086743,-0.284471,-0.186008,0.237901,0.923238,0.748249,0.088114,-0.109717,0.093277,0.400947,0.152712,516.796875,0.224998,1.918573,?,?,4
788,'2017/02/07 17:17:20:004',5,0.426867,-0.434314,-0.325532,-0.388645,-0.107361,0.302908,0.812779,0.889428,0.316457,-0.161582,0.059036,0.256843,0.170738,516.796875,0.301455,2.788723,?,?,4
789,'2017/02/07 17:17:20:025',5,0.467636,-0.377595,-0.306202,-0.401988,-0.012887,0.291423,0.768737,0.781007,0.222864,-0.194078,0.137436,0.238432,0.056109,516.796875,0.302544,2.816953,?,?,4
790,'2017/02/07 17:17:20:045',5,0.450409,-0.343101,-0.308942,-0.346553,-0.075041,0.379616,0.903311,0.739168,0.033298,-0.289311,0.129827,0.21414,0.093096,559.863281,0.291628,2.736956,?,?,4
791,'2017/02/07 17:17:20:067',5,0.346673,-0.504184,-0.188427,-0.131765,0.163112,0.311991,0.735415,0.442277,0.037191,-0.049131,0.337736,0.231176,0.191127,602.929688,0.148048,1.421716,?,?,4
792,'2017/02/07 17:17:20:087',5,0.328778,-0.617508,-0.237313,-0.082066,0.052336,0.323066,0.671411,0.484923,0.036075,-0.096878,0.283854,0.328154,0.193672,602.929688,0.189293,1.634356,?,?,4
793,'2017/02/07 17:17:20:108',5,0.417498,-0.755793,-0.390666,-0.267706,-0.083082,0.387507,0.91877,0.614431,-0.077645,-0.097778,0.326687,0.214722,0.268045,602.929688,0.308008,2.775507,?,?,4
794,'2017/02/07 17:17:20:129',5,0.199658,-0.586878,-0.226931,-0.396744,0.146713,0.597269,0.901257,0.403608,-0.134536,-0.029737,0.42625,0.273703,0.272195,602.929688,0.23411,1.878798,?,?,4
795,'2017/02/07 17:17:20:150',5,0.281562,-0.626181,-0.362635,-0.450436,0.14326,0.681194,0.971016,0.336521,-0.119326,0.03165,0.406209,0.210496,0.408287,645.996094,0.31977,3.021092,?,?,4
796,'2017/02/07 17:17:20:171',5,0.320103,-0.609637,-0.427969,-0.445868,0.115572,0.592921,0.806593,0.199593,-0.243109,0.019846,0.478035,0.234435,0.366898,645.996094,0.31814,3.005257,?,?,4
797,'2017/02/07 17:17:20:191',5,0.345792,-0.812174,-0.419629,-0.28282,0.216025,0.67487,0.857748,0.255309,-0.028873,0.271086,0.449936,0.41233,0.399067,689.0625,0.223204,2.056973,?,?,4
798,'2017/02/07 17:17:20:212',5,0.430327,-0.666967,-0.218547,-0.301669,0.312614,0.600626,0.722396,0.224471,-0.111839,0.045997,0.32679,0.289255,0.269417,689.0625,0.179872,1.871156,?,?,4
799,'2017/02/07 17:17:20:233',5,0.326524,-0.584023,-0.451424,-0.368686,0.234322,0.562843,0.637901,0.105696,-0.104051,0.12803,0.394094,0.338685,0.151089,732.128906,0.162356,2.128345,?,?,4
800,'2017/02/07 17:17:20:253',5,0.252805,-0.779355,-0.586753,-0.228659,0.494046,0.695247,0.711902,0.185706,-0.170838,0.05358,0.364593,0.52004,0.239955,732.128906,0.263322,2.56286,?,?,4
801,'2017/02/07 17:17:20:274',5,0.300162,-0.796141,-0.614029,-0.321081,0.337136,0.866877,0.812995,0.158926,-0.015689,0.12482,0.380062,0.484139,0.211711,689.0625,0.337893,3.302057,?,?,4
802,'2017/02/07 17:17:20:295',5,0.27613,-0.704567,-0.614136,-0.297321,0.537965,0.837886,0.745385,0.095639,-0.055925,0.12199,0.377708,0.432997,0.228004,732.128906,0.300028,2.654489,?,?,4
803,'2017/02/07 17:17:20:316',5,0.301328,-0.700732,-0.489873,-0.149152,0.611267,0.801925,0.432267,-0.007878,0.027939,0.064155,0.378809,0.399369,0.002609,818.261719,0.269854,2.667017,?,?,4
804,'2017/02/07 17:17:20:337',5,0.162526,-0.845429,-0.49386,0.001622,0.641553,0.69096,0.427452,-0.027865,0.038396,0.100967,0.286724,0.442629,-0.045764,818.261719,0.226597,2.037628,?,?,4
805,'2017/02/07 17:17:20:358',5,0.220759,-0.907903,-0.483392,0.030837,0.802093,0.836131,0.257824,-0.009693,-0.023724,0.128276,0.46354,0.434073,-0.012154,818.261719,0.329966,2.803695,?,?,4
806,'2017/02/07 17:17:20:379',5,0.198007,-0.699347,-0.474614,-0.110459,0.70088,0.60647,0.256525,-0.046641,0.063056,0.152574,0.567654,0.404729,-0.0799,904.394531,0.154847,1.728868,?,?,4
807,'2017/02/07 17:17:20:400',5,0.118225,-0.607788,-0.288804,0.053504,0.62395,0.45475,0.161991,0.047116,0.14384,0.121972,0.550251,0.211508,-0.03009,947.460938,0.185283,1.630466,?,?,4
808,'2017/02/07 17:17:20:421',5,0.306893,-0.612195,-0.436141,-0.093018,0.656528,0.515406,0.271184,-0.099248,-0.004638,0.151201,0.640315,0.139138,-0.062921,818.261719,0.245658,1.95224,?,?,4
809,'2017/02/07 17:17:20:441',5,0.142701,-0.64342,-0.348894,0.072376,0.835608,0.560241,0.210681,0.074993,0.155514,0.306019,0.458277,0.031962,0.101293,947.460938,0.219749,2.21144,?,?,4
810,'2017/02/07 17:17:20:462',5,0.087575,-0.46386,-0.165907,0.456474,1.001281,0.378196,-0.109806,-0.11642,0.142204,0.368355,0.375672,-0.186073,0.154228,947.460938,0.315799,2.794079,?,?,4
811,'2017/02/07 17:17:20:483',5,0.120035,-0.707561,-0.397985,0.14294,0.802697,0.438411,0.02725,0.005529,0.262831,0.297863,0.390435,-0.113545,0.17767,990.527344,0.334492,3.105507,?,?,4
812,'2017/02/07 17:17:20:503',5,0.164942,-0.685458,-0.322347,0.262659,1.01664,0.479802,-0.072702,0.037771,0.170063,0.229727,0.38526,0.023674,0.277867,990.527344,0.417404,4.306012,?,?,4
813,'2017/02/07 17:17:20:524',5,-0.00191,-0.798939,-0.400698,0.262779,0.960704,0.447774,0.015196,-0.021219,0.315964,0.540515,0.434938,-0.126832,0.192572,990.527344,0.527397,5.870495,?,?,4
814,'2017/02/07 17:17:20:546',5,0.035708,-0.663249,-0.251621,0.104983,0.72589,0.209251,-0.15525,0.10831,0.257255,0.349577,0.44991,0.010482,0.374405,1033.59375,0.25856,2.046774,?,?,4
815,'2017/02/07 17:17:20:566',5,0.093964,-0.677351,-0.29217,0.220781,0.943798,0.387197,-0.161652,-0.017643,0.180062,0.428666,0.420143,-0.076622,0.336199,1033.59375,0.491214,4.320499,?,?,4
816,'2017/02/07 17:17:20:587',5,0.063599,-0.569453,-0.030107,0.349196,0.766707,0.113638,-0.25338,0.049308,0.293455,0.502315,0.309292,-0.046805,0.381914,1033.59375,0.294079,2.849236,?,?,4
817,'2017/02/07 17:17:20:608',5,0.035964,-0.631803,-0.133812,0.444581,0.891762,0.144627,-0.049932,-0.052229,0.170144,0.47038,0.274577,-0.070022,0.451699,1076.660156,0.321121,2.6774,?,?,4
818,'2017/02/07 17:17:20:629',5,-0.026237,-0.791334,-0.207758,0.406275,0.887289,0.182561,-0.016119,0.04804,0.307041,0.550188,0.162015,0.125829,0.318163,1076.660156,0.334161,2.73809,?,?,4
819,'2017/02/07 17:17:20:649',5,0.023238,-0.614036,-0.123519,0.546092,0.8475,-0.029103,-0.165026,0.033654,0.351949,0.524201,0.108935,0.201431,0.188132,1119.726563,0.337193,3.28413,?,?,4
820,'2017/02/07 17:17:20:670',5,-0.12155,-0.749396,-0.096042,0.628508,0.847296,0.153531,0.048354,0.186886,0.309,0.514146,0.105221,0.34119,0.274881,990.527344,0.217208,1.83262,?,?,4
821,'2017/02/07 17:17:20:691',5,-0.142315,-0.564012,-0.04677,0.65934,0.875807,0.029157,0.268085,0.159455,0.19778,0.278552,-0.093035,0.261628,0.326543,1162.792969,0.194159,1.036451,?,?,4
